nm_logradouro,nu_logradouro,cd_cep,nm_bairro,nm_municipio,sg_uf,pk_localizacao
RUA SILVIO CARGNIN,104,88702260,OFICINAS,TUBARAO,SC,2869
AVENIDA ERICO VERISSIMO,265,93265300,LIBERDADE,ESTEIO,RS,2871
RUA 2,,57240000,LOTEAMENTO ESTHER SOARES TORRES,SAO MIGUEL DOS CAMPOS,AL,2873
RUA GELSON LUIZ CAPELLI,299,83750000,VILA SAO JOSE,LAPA,PR,2875
LOCALIDADE SERTAO,SN,97410000,1 DISTRITO,MATA,RS,2877
RUA NICOLAU SALUM,22,06606050,JARDIM JANDIRA,JANDIRA,SP,2879
RUA JOAO MARCAL DE MELO,52,35582000,CENTRO,PAINS,MG,2882
AVENIDA SETE DE SETEMBRO,1194,85260000,CENTRO,MANOEL RIBAS,PR,15378
RUA TV MANOEL VICTOR,80,45345000,STELA DUBOIS,JAGUAQUARA,BA,2885
RUA GOMES DE CARVALHO,1510,04547005,VILA OLIMPIA,SAO PAULO,SP,2887
RUA JONATHAS PEDROSA,1387,69020110,PRACA 14 DE JANEIRO,MANAUS,AM,2889
RUA LEONCIO DE CARVALHO,306,04003902,PARAISO,SAO PAULO,SP,2890
RUA GENERAL NEWTON ESTILAC LEAL,687,06190170,KM 18,OSASCO,SP,2892
RUA SANTA ROSA,2274,85904160,VILA INDUSTRIAL,TOLEDO,PR,2893
RUA 101,,74080150,SETOR SUL,GOIANIA,GO,2895
AVENIDA EMILIO RIBAS,1465,07020010,GOPOUVA,GUARULHOS,SP,2897
PRACA SESQUICENTENARIO,30,64585000,URBANO,SIMOES,PI,2898
RUA ITINGUCU,1378,03658000,VILA RE,SAO PAULO,SP,2899
PRACA DO CARMO,120,37240000,CENTRO,LUMINARIAS,MG,2900
RUA JOSE D AVILA RUFINO,60,89023030,JARDIM BLUMENAU,BLUMENAU,SC,2902
ESTRADA DE GUARAPIRANGA,2125,04909025,PRQ ALVES DE LIMA,SAO PAULO,SP,2904
RUA CORONEL POMPEU,460,62800000,CENTRO,ARACATI,CE,2906
RUA HILARIO DE GOUVEIA,103,22040020,COPACABANA,RIO DE JANEIRO,RJ,2908
RUA PEDRO DA COSTA FALEIRO,4,04915020,JARDIM FIGUEIRA GRANDE,SAO PAULO,SP,2910
RUA CRISTOVAO DINIZ,283,13309270,JARDIM ESTADIO,ITU,SP,2912
RUA CORONEL ORTIZ,226,09030400,CENTRO,SANTO ANDRE,SP,2914
RUA ANTONIO CONTE,348,19880000,CENTRO,CANDIDO MOTA,SP,2916
RUA ANDRE PEREIRA TEMUDO,223,02957000,VILA MIRANTE,SAO PAULO,SP,2917
AVENIDA PROFESSOR JOSE INACIO DE SOUZA,3555,38405330,JARDIM UMUARAMA,UBERLANDIA,MG,2919
RODOVIA BR 469,,85853900,AEROPORTO INTERNACIONAL,FOZ DO IGUACU,PR,2921
AVENIDA JOSE BONIFACIO,1171,56512000,SAO CRISTOVAO,ARCOVERDE,PE,2923
RUA LIRIO,9,39670000,CENTRO,ITAMARANDIBA,MG,2924
RUA ALFREDO DE BRITO,42,59190000,AREIA BRANCA,CANGUARETAMA,RN,2926
RODOVIA JORGE LACERDA,961,88317100,SALSEIROS,ITAJAI,SC,2927
AVENIDA FRANCISCO JOSE DE CAMARGO ANDRADE,381,13070055,JARDIM CHAPADAO,CAMPINAS,SP,2929
RUA NICOLAU ABBAGE,1083,83280000,CENTRO,GUARATUBA,PR,2931
RUA JOSE,158,06447330,JARDIM JULIO,BARUERI,SP,2933
RUA BAIANOPOLIS,307,07241120,JARDIM ANSALCA,GUARULHOS,SP,2934
AVENIDA CENTENARIO,463,87050040,VILA CHRISTINO,MARINGA,PR,2936
RUA OSVALDO PIMENTA,697,39770000,CENTRO,COLUNA,MG,2938
RUA VITORIA,6,29141517,BELA AURORA,CARIACICA,ES,2939
RUA DOS EUCALIPTOS,434,08370547,VILA GIL,SAO PAULO,SP,2941
RUA DANTAS BARRETO,57,55295080,SAO JOSE,GARANHUNS,PE,2943
RUA SAGRADO CORACOES,468,38880000,CENTRO,TIROS,MG,2944
RUA VISCONDE DE SAO LEOPOLDO,517,93806348,SAO LUIZ,SAPIRANGA,RS,2946
RUA TEREZA,75,08560200,CALMON VIANA,POA,SP,2947
RUA FLEURY GAMA,SN,65430000,SAO MIGUEL,VARGEM GRANDE,MA,2949
TRAVESSA DO CAMAMU,25,44400000,CENTRO,NAZARE,BA,2951
RUA SALVADOR MASTROPIETRO,126,03156240,VILA PRUDENTE,SAO PAULO,SP,2952
RUA 12,63,65032040,CIDADE OPERARIA,SAO LUIS,MA,2954
RUA PADRE BARTOLOMEU,65,51345730,COHAB,RECIFE,PE,2956
SITIO SAO BENTO,SN,15840000,MARACUJA,ITAJOBI,SP,2958
RUA SIMPLICIO G OLIVEIRA,327,18470000,CENTRO,RIVERSUL,SP,2960
RUA DOS PIONEIROS,487,88420000,CENTRO,AGROLANDIA,SC,2962
AVENIDA BARAO DE ALAGOAS,480A,08120000,ITAIM PAULISTA,SAO PAULO,SP,2964
RUA GEORG HOEFEL,540,93145600,ARROIO DA MANTEIGA,SAO LEOPOLDO,RS,2966
RUA CORONEL OTAVIO MEYER,160,37550000,CENTRO,POUSO ALEGRE,MG,2968
RUA DUQUE DE CAXIAS,428,85950000,CENTRO,PALOTINA,PR,2970
RUA NICOLAU JOSE LALUNA,178,36700000,ALTO DA VENTANIA,LEOPOLDINA,MG,2971
RUA JOAO PESSOA,127,58890000,CENTRO,BREJO DO CRUZ,PB,2973
RUA ALTEMAR DUTRA,19,06726473,AGUA ESPRAIADA CAUCAIA DO ALTO,COTIA,SP,2974
SITIO SAO BENEDITO,SN,13960000,LAGOA,SOCORRO,SP,2975
RODOVIA BR CENTO E UM,SN,88780000,VILA NOVA,IMBITUBA,SC,2977
RUA MAURO MAURIM,116,14093536,PARQUE RESIDENCIAL CANDIDO PORTINARI,RIBEIRAO PRETO,SP,2978
AVENIDA PAULISTA,392,01310000,BELA VISTA,SAO PAULO,SP,2980
LOCALIDADE TERMINAL RODOVIARIO,SN,86360000,CENTRO,BANDEIRANTES,PR,2982
RUA TANCREDO NEVES,274,41820021,CAMINHO DAS ARVORES,SALVADOR,BA,2984
RUA MARGINAL,19,06516001,CHACARAS MARIA INES,SANTANA DE PARNAIBA,SP,2986
RUA ODILON SANTOS,76,41940350,RIO VERMELHO,SALVADOR,BA,2988
RUA JOSE MARIA TAITSON,273,32400000,CENTRO,IBIRITE,MG,15372
RUA FLORES DO PIAUI,98,08210200,ITAQUERA,SAO PAULO,SP,2991
RUA GRANADA,134,06711170,JARDIM DA GLORIA,COTIA,SP,2993
RUA 2 DE JULHO,887,45880000,CENTRO,CAMACAN,BA,2995
LAD DA CATEDRAL,78,57020125,CENTRO,MACEIO,AL,2997
AVENIDA PRESIDENTE JOAO GOULART,1960,97574320,CENTRO,SANTANA DO LIVRAMENTO,RS,2999
AVENIDA BEZERRA DE MENEZES,2071,60325004,SAO GERARDO,FORTALEZA,CE,3001
LADEIRA PARA,5,40301155,STO ANTONIO,SALVADOR,BA,3003
RUA JOSE VICTOR DA ROSA,350,88117405,BARREIROS,SAO JOSE,SC,3005
RUA ALFREDO MARIANO,86,23013710,CAMPO GRANDE,RIO DE JANEIRO,RJ,3007
RUA JOSE PINTO DE CARVALHO,68,37550000,SAUDE,POUSO ALEGRE,MG,3008
RUA FRANCISCO DEROSSO,2822,81720000,XAXIM,CURITIBA,PR,3010
RUA ANITA GARIBALDI,1122,90450000,MONT SERRAT,PORTO ALEGRE,RS,3012
ALAMEDA COUTO MAGALHAES,750,74580380,SETOR PEDRO LUDOVICO,GOIANIA,GO,3014
RUA GENERAL CAMARA,46,11010120,CENTRO,SANTOS,SP,3016
RUA DOUTOR FADLO HAIDAR,193,04545050,VILA OLIMPIA,SAO PAULO,SP,3017
RUA PROFESSOR FELICIANO GALDINO,190,78025100,PORTO,CUIABA,MT,3018
RUA DECIO VILARES,169,22041040,COPACABANA,RIO DE JANEIRO,RJ,3020
RUA PADRE EUSTAQUIO,1716,30710580,CARLOS PRATES,BELO HORIZONTE,MG,3022
RUA ROBERTO CICHON,100,80050580,CRISTO REI,CURITIBA,PR,3024
AVENIDA MENINO DE SA,514,17524315,JARDIM MONTE CASTELO,MARILIA,SP,3026
RODOVIA IVO SILVEIRA,,89114452,SANTA TEREZINHA,GASPAR,SC,3028
AVENIDA TRICHES,2729,95112340,DESVIO RIZZO,CAXIAS DO SUL,RS,3029
AR 8 CONJUNTO 1,,73020000,SOBRADINHO,BRASILIA,DF,3031
RUA HENRIQUE SAVI,9,17012205,VILA UNIVERSITARIA,BAURU,SP,3033
AVENIDA SEBASTIAO CABOTO,SN,83255000,BALNEARIO IPANEMA,PONTAL DO PARANA,PR,3034
RUA ACINDINO INACIO DIAS,79,96180000,CENTRO,CAMAQUA,RS,3036
RUA SIMAO KAPPEL,533,90240210,NAVEGANTES,PORTO ALEGRE,RS,3038
AVENIDA ENGENHEIRO ROBERTO ZUCCOLO,555,05307190,VILA LEOPOLDINA,SAO PAULO,SP,3040
RUA GILBERTO ALVES RODRIGUES,86,33600000,SAO GERALDO,PEDRO LEOPOLDO,MG,3042
RUA TOME DE SOUZA,455,35160241,BOM RETIRO,IPATINGA,MG,3044
AVENIDA TANCREDO NEVES,1283,41820021,CAMINHO DAS ARVORES,SALVADOR,BA,3046
RUA CORONEL ARISTARCO PESSOA,38,20530440,TIJUCA,RIO DE JANEIRO,RJ,3048
RUA NEREU RAMOS,654,85610000,CENTRO,RENASCENCA,PR,3050
RUA 9,,75095680,LOURDES,ANAPOLIS,GO,3051
RUA ANTONIO DI CAMPO DI LORTO,270,18113430,NOVA VOTORANTIM,VOTORANTIM,SP,3053
AVENIDA AYRTON SENNA DA SILVA,7520,83212090,PARQUE SAO JOAO,PARANAGUA,PR,3055
RUA MANOEL FLORIANO BORGES,380,88960000,RAIZEIRA,SOMBRIO,SC,3057
RUA DELVO ARLINDO PERIM,SN,29300783,GUANDU,CACHOEIRO DE ITAPEMIRIM,ES,3059
AVENIDA 20 DE SETEMBRO,231,96600000,,CANGUCU,RS,3061
TRECHO JOAO WINCKLER,46,89820000,CENTRO,XANXERE,SC,3063
AVENIDA PADRE ANCHIETA,1381,11750000,CENTRO,PERUIBE,SP,3064
RUA ALFREDO V AZEVEDO,174,35195000,BOM JESUS DO BAGRE,BELO ORIENTE,MG,3066
RUA MIQUELINA,548,09230280,CAMILOPOLIS,SANTO ANDRE,SP,3067
RUA GUSMAO VAZ LOBO,235,02833050,VILA NINA,SAO PAULO,SP,3069
RUA FRANCISCO PEREIRA,240,13580000,CENTRO,RIBEIRAO BONITO,SP,3071
AVENIDA PAPA PIO XII,99,13070091,JARDIM CHAPADAO,CAMPINAS,SP,3073
RUA ESTEVAO FERNANDES,82,04913140,JARDIM SANTA EDWIGES CAPELA DO SOCORRO,SAO PAULO,SP,3075
RUA DPEDRO II,350,84053000,NOVA RUSSIA,PONTA GROSSA,PR,3077
AVENIDA IPE,SN,77458000,CENTRO,SUCUPIRA,TO,3079
RUA PROFESSOR ARTUR RAMOS,183,01454905,JARDIM PAULISTANO,SAO PAULO,SP,3081
RUA PERGENTINO MAIA,441B,60840045,MESSEJANA,FORTALEZA,CE,3082
RUA VIGARIO ANTUNES,56,35550970,CENTRO,ITAPECERICA,MG,3084
TRAVESSA SANDRI,1020,97900000,CENTRO,CERRO LARGO,RS,3086
RUA PRESIDENTE CASTELO BRANCO,2707,89140000,AREADO,IBIRAMA,SC,3088
ESTRADA DA BARRINHA,500,06890000,CENTRO,SAO LOURENCO DA SERRA,SP,3090
RUA EUROPA UNIDA,523,45605280,SAO JUDAS,ITABUNA,BA,3092
RUA UNIAO SOVIETICA,200,37640000,VILA ESPERANCA,EXTREMA,MG,3093
AVENIDA ADEMAR DE BARROS,944,83606000,JARDIM SOCIAL,CAMPO LARGO,PR,3095
RODOVIA MARATAIZES SAFRA,SN,29345000,ALVORADA,MARATAIZES,ES,3097
RUA QUINZE DE NOVEMBRO,1471,17504000,ALTO CAFEZAL,MARILIA,SP,3099
PRACA EDMUNDO VALLE,27,18060230,ALEM LINHA,SOROCABA,SP,3101
RUA CORONEL EMILIO SOARES,997,36844000,CENTRO,TOMBOS,MG,3103
RUA QUINZE DE NOVEMBRO,1669,85301050,CENTRO,LARANJEIRAS DO SUL,PR,3105
RUA BARAO DE DIAMANTINA,307,39150000,CENTRO,SERRO,MG,3107
RUA PROFESSOR BATISTA DE BRITO,204,02301080,VILA PAULICEIA,SAO PAULO,SP,3108
RUA COMENDADOR ABDO SCHAHIN,162,01023050,CENTRO,SAO PAULO,SP,3110
AVENIDA CORONEL VALENCIO CARNEIRO,57,19880000,CENTRO,CANDIDO MOTA,SP,3112
RUA JOAO DA MATA,437,58400245,CENTRO,CAMPINA GRANDE,PB,3114
RUA ANTONIO NUNES DA ROCHA RIOS,324,83070020,RIO PEQUENO,SAO JOSE DOS PINHAIS,PR,3116
AVENIDA FORTALEZA,1076,87370000,CENTRO,MOREIRA SALES,PR,3118
AVENIDA DO CURSINO,1953,04133200,JARDIM DA SAUDE,SAO PAULO,SP,3120
RUA RODOLFO JACOB,598,30640480,BARREIRO,BELO HORIZONTE,MG,3122
RODOVIA BR 116,SN,36893000,CENTRO,MIRADOURO,MG,3124
RUA PASSO FUNDO,103,98530000,CENTRO,BARRA DO GUARITA,RS,3126
SITIO SANTO INACIO L,8,19280000,ASSENT AGUA BRANCA,TEODORO SAMPAIO,SP,3128
AVENIDA BRASIL,101,53525790,CENTRO,ABREU E LIMA,PE,3130
RUA BARAO DE COROMANDEU,113,30640060,BARREIRO DE BAIXO,BELO HORIZONTE,MG,3131
ESTRADA RS 509,6987,97110620,CAMOBI,SANTA MARIA,RS,3133
RUA SAO JOSE,470,16200103,CENTRO,BIRIGUI,SP,3135
RODOVIA IRATI A GUAMIRIM,SN,84500000,LAGOA,IRATI,PR,3136
RUA DO APOLO,161,50030220,RECIFE ANTIGO,RECIFE,PE,3138
RUA EMILIO FRASSON,566,88830000,MONTE VERDE,MORRO DA FUMACA,SC,3140
RUA FRANCISCO DA SILVA ARRUDA,4,28993000,PALMITAL,SAQUAREMA,RJ,3142
RUA DE 15 NOVEMBRO,SN,69450970,CENTRO,CODAJAS,AM,3144
AVENIDA JOAO PAULO ABLAS,320,06711250,JARDIM DA GLORIA,COTIA,SP,3146
ESTRADA BR 174,SN,69735000,,PRESIDENTE FIGUEIREDO,AM,3148
SCR SUL,,70310500,ASA SUL,BRASILIA,DF,3149
RUA DOUTOR PRUDENTE DE MORAES,990,18275110,CENTRO,TATUI,SP,3150
RUA VEREADOR JOSE SANTINO DE SOUZA,SN,11740000,SAVOY II,ITANHAEM,SP,3151
QND 28,11,70000000,TAGUATINGA,BRASILIA,DF,3153
SCLS,,70294500,ASA SUL,BRASILIA,DF,3155
AVENIDA MASCARENHAS DE MORAES,1258,87560000,CENTRO,IPORA,PR,3157
RUA ITUIUTABA,275,30000000,PRADO,BELO HORIZONTE,MG,3158
AVENIDA AFONSO CAFARO,1867,15600000,JARDIM CAMBAUVA,FERNANDOPOLIS,SP,3160
AVENIDA WASHINGTON SOARES,85,60000000,COCO,FORTALEZA,CE,3162
LOCALIDADE MERCADO PUB S AGOSTINHO,48,58297000,CENTRO,RIO TINTO,PB,3164
RUA PREFEITO JOSE VIEIRA,33,36780000,CENTRO,ASTOLFO DUTRA,MG,3166
RUA PEDRO SURREAUX,447,97500000,JOQUEI CLUBE,URUGUAIANA,RS,3168
RUA GENERAL CAMARA,1398,96600000,CENTRO,CANGUCU,RS,3169
RUA DONA JOAQUINA DO POMPEU,5,35701086,PROGRESSO,SETE LAGOAS,MG,3171
AVENIDA DAS ARAUCARIAS,SN,71936250,SUL AGUAS CLARAS,BRASILIA,DF,3173
RUA JOAQUIM DA CUNHA,422,75040240,MARACANA,ANAPOLIS,GO,3174
RODOVIA RST 287,,96930000,RINCAO COMPRIDO,CANDELARIA,RS,3176
AVENIDA ENGENHEIRO ROBERTO FREIRE,3111,59090000,PONTA NEGRA,NATAL,RN,3177
RUA 20 DE SETEMBRO,731,99500000,CENTRO,CARAZINHO,RS,3180
TRAVESSA WE,22,67133050,CIDADE NOVA,ANANINDEUA,PA,3182
RUA GENERAL JOAO MANOEL,2138,97500000,CENTRO,URUGUAIANA,RS,3184
RUA VIDAL DE NEGREIROS,70,58400263,CENTRO,CAMPINA GRANDE,PB,3186
RUA DAS HORTENSIAS,231,14403270,JARDIM FLORIDA,FRANCA,SP,3188
AVENIDA ANTONIO MAZIERO,501,13218748,IVOTURUCAIA,JUNDIAI,SP,3190
RUA 24 DE OUTUBRO,1030,68005040,CENTRO,SANTAREM,PA,3191
RUA PEDRO FELIPE,770,95552000,CENTRO,CAPIVARI DO SUL,RS,3193
RUA PIO AFONSO CHAVES,353,62960000,CENTRO,TABULEIRO DO NORTE,CE,3195
TRAVESSA ITALIA,213,12900061,CENTRO,BRAGANCA PAULISTA,SP,3197
RUA GUIDO PECCHIO,175,19780000,CENTRO,QUATA,SP,3199
AVENIDA LAIR FELIX NUNES,431,62320000,GOV FERRAZ,TIANGUA,CE,3201
RUA DOS TUPINAMBAS,1012,30120070,CENTRO,BELO HORIZONTE,MG,3202
RUA H,214,76200000,SETOR BELA VISTA,IPORA,GO,3203
RUA BASILIO ANTONIO DE MORAES,131,06950000,BARNABES,JUQUITIBA,SP,3205
RUA JARAGUA DO SUL,98,89130000,RIO MORTO,INDAIAL,SC,3207
RUA SANTISTA,60,04884380,JARDIM PAPAI NOEL,SAO PAULO,SP,3208
ESTM GASTAO VIDIGAL A NHANDEARA,,15330000,BARRA GRANDE DO MATO GROSSO,GASTAO VIDIGAL,SP,3210
RUA JOSE LIRA,22,58268000,CENTRO,SERTAOZINHO,PB,3211
RUA BENEDITO SANTOS SCALZITTI,32,13487125,PARQUE RESIDENCIAL TANCREDO NEVES,LIMEIRA,SP,3213
RODOVIA SC 450,SN,88970000,PINHEIROS,SAO JOAO DO SUL,SC,3215
FAZENDA SAO JUDAS TADEU,SN,15650000,BARREIRINHO,ESTRELA D OESTE,SP,3216
ESTRADA ITAJOBI AO BAIRRO CAMPO TRISTE,SN,15840000,ZONA RURAL,ITAJOBI,SP,3218
SITIO VALE VERDE,SN,18520000,HUNGRIA,CERQUILHO,SP,3219
SITIO RIBEIRAO DAS PALMEIRAS,SN,15280000,PALMEIRAS,TURIUBA,SP,3220
SITIO SAO JOSE,SN,17700000,VENDA BRANCA,OSVALDO CRUZ,SP,3221
RUA T,2,78580000,CENTRO,ALTA FLORESTA,MT,3222
RUA ENRICO DELL ACQUA,78,18130460,CENTRO,SAO ROQUE,SP,3223
ESTRADA ENGENHEIRO MARCILAC,377,04893000,EMBURA,SAO PAULO,SP,3224
AVENIDA PAULISTA,2006,01310926,BELA VISTA,SAO PAULO,SP,3225
ALAMEDA SETE DE SETEMBRO,120,68740180,SAUDADE II,CASTANHAL,PA,3227
ALAMEDA FRANCA,900,06542010,ALPHAVILLE,SANTANA DE PARNAIBA,SP,3228
RUA TOMAZ MACHADO JR,135,18270010,JARDIM WANDERLEY,TATUI,SP,3229
RUA RAIMUNDO ALVES DA SILVA,74,58400042,CENTRO,CAMPINA GRANDE,PB,3231
RUA GENERAL CARNEIRO,43,35570000,CENTRO,FORMIGA,MG,3233
RUA LEOPOLDO CEZARANO,112,44380000,CENTRO,CRUZ DAS ALMAS,BA,3235
AVENIDA PRINCESA ISABEL,439,94940000,PRINCESA IZABEL,CACHOEIRINHA,RS,3237
ESTRADA MUNICIPAL LIMEIRA A SANTA BARBARA D OESTE,,13480970,BOA VISTA,LIMEIRA,SP,3239
RUA LEOPOLDINO FERNANDES DA ROCHA,37,29330000,ITAIPAVA,ITAPEMIRIM,ES,3241
RODOVIA BR 163,,79400000,ZONA RURAL,COXIM,MS,3243
RUA 8,795,15775000,CENTRO,SANTA FE DO SUL,SP,3245
RUA ARABUTAN,106,11035220,APARECIDA,SANTOS,SP,3246
RUA 19,920,13503300,CONSOLACAO,RIO CLARO,SP,3248
RUA ALASKA,120,94150080,SAO GERALDO,GRAVATAI,RS,3250
RUA JOSE CLETO,1811,31155290,SANTA CRUZ,BELO HORIZONTE,MG,3251
RUA SAO JULIO JD PAMPULHA,311,41219070,MATA ESCURA,SALVADOR,BA,3253
RODOVIA RIO BAHIA BR,116,35130000,ZONA RURAL,ENGENHEIRO CALDAS,MG,3255
RUA BARROS FALCAO,505,40255370,BROTAS,SALVADOR,BA,3257
RUA OSVALDO COSTA E SILVA,SN,64055410,PICARREIRA,TERESINA,PI,3259
LOTEAMENTO SANTO ANTONIO,80,48860000,CENTRO,QUEIMADAS,BA,3261
RUA ICICARIBA,29A,03980040,JARDIM ELBA,SAO PAULO,SP,3263
RUA JOAQUIM FRANKLIN CORDEIRO,61,56517030,SAO GERALDO,ARCOVERDE,PE,3265
ESTRADA RS 407,4068,95588000,GUARA,XANGRI LA,RS,3267
AVENIDA INDEPENDENCIA,1054,86130970,CENTRO,BELA VISTA DO PARAISO,PR,3269
RUA FRANCISCO DE PAULA SALDANHA,SN,58865000,CENTRO,SAO BENTO,PB,3270
RUA MUIRA,1803,60865280,JANGURUSSU,FORTALEZA,CE,3272
RUA JOAO VERGILIO DE PAULA NETO,10,87630000,CENTRO,ATALAIA,PR,3274
FAZENDA PITANGA,SN,14150000,ZONA RURAL,SERRANA,SP,3276
RUA DOS JACARANDAS,455,95012280,CINQUENTENARIO,CAXIAS DO SUL,RS,3278
RODOVIA BR 40,,38600000,AMOREIRAS,PARACATU,MG,3280
RUA SANTA RITA DURAO,42,84045230,OFICINAS,PONTA GROSSA,PR,3282
AVENIDA DOUTOR HUGO DE MENDONCA,445,68180005,COMERCIO,ITAITUBA,PA,3284
AVENIDA RIO BRANCO,429,01205000,CAMPOS ELISEOS,SAO PAULO,SP,3286
RUA ABILIO SOARES,218,04005000,VILA MARIANA,SAO PAULO,SP,3288
RUA CHARLES DARWIN,257,04379072,VILA SANTA CATARINA,SAO PAULO,SP,3290
AVENIDA RUI BARBOSA,571,36045410,SANTA TEREZINHA,JUIZ DE FORA,MG,3292
RUA GABRIEL LEITE DE CARVALHO,317,13311360,NOSSA SENHORA APARECIDA,ITU,SP,3293
RUA ANTONIO POMPEU,1093,60040000,CENTRO,FORTALEZA,CE,3295
AVENIDA PREFEITO SAMUEL BATISTA CRUZ,2340,29901552,SHELL,LINHARES,ES,3297
AVENIDA PIONEIRO ALFEU TEODORO DE OLIVEIRA,1240,87308355,JARDIM ALVORADA,CAMPO MOURAO,PR,3299
SITIO SAO LUIZ,SN,16310000,PARAGUAI,ALTO ALEGRE,SP,3300
RUA PROFESSOR PEDREIRA DE FREITAS,372,03312052,TATUAPE,SAO PAULO,SP,3302
AVENIDA EMILIO JOHNSON,690,83501000,VILA SANTA TEREZINHA CENTRO,ALMIRANTE TAMANDARE,PR,3304
AVENIDA MANOEL NOVAES,4,47600000,CENTRO,BOM JESUS DA LAPA,BA,3306
RUA ORLANDINO FORMIGAL,555,88372122,MEIA PRAIA,NAVEGANTES,SC,3308
RUA TABOCA,98,29112470,RIO MARINHO,VILA VELHA,ES,3309
RUA JUPITER,11,13308432,JARDIM NOVO MUNDO,ITU,SP,3311
RUA DAGOBERTO NOGUEIRA,100,88301060,CENTRO,ITAJAI,SC,3313
AVENIDA EDUARDO FROES DA MOTA,970,44090156,TOMBA,FEIRA DE SANTANA,BA,3315
RUA WASHINGTON LUIZ,9,28680000,CENTRO,CACHOEIRAS DE MACACU,RJ,3316
RUA FEIJAO,SN,65413000,CAXUXA,ALTO ALEGRE DO MARANHAO,MA,3317
RUA VALDIVINO TITO,57,64019060,PICARRA,TERESINA,PI,3319
RUA SAO JOAO DE DEUS,10,59010690,ROCAS,NATAL,RN,3321
AVENIDA PRAIA DE MURIU,260,59092390,PONTA NEGRA,NATAL,RN,3323
RUA TRAJANO,168,88010010,CENTRO,FLORIANOPOLIS,SC,3324
AVENIDA IPIRANGA,1071,01039000,REPUBLICA,SAO PAULO,SP,3326
RUA MASCARENHAS DE MORAES,451,97300000,CENTRO,SAO GABRIEL,RS,3328
RUA XISTO ERBELA,212,19400000,VILA LUIZA,PRESIDENTE VENCESLAU,SP,3330
RUA DOUTOR BARCELOS,SN,96470000,CENTRO,PINHEIRO MACHADO,RS,3332
RUA VEREADOR ANTONIO CAMILO NOGUEIRA,335,19220000,CENTRO,NARANDIBA,SP,3334
AVENIDA PRESIDENTE VARGAS,516,93700000,CENTRO,CAMPO BOM,RS,3336
RUA JOSE PELOSINI,95,09720040,JARDIM OLAVO BILAC,SAO BERNARDO DO CAMPO,SP,3338
AVENIDA SENADOR LACERDA FRANCO,1410,13250400,CENTRO,ITATIBA,SP,3340
RUA OUTONO,426,30310020,CARMO,BELO HORIZONTE,MG,3342
RUA JOAO GONCALVES,504,07010010,CENTRO,GUARULHOS,SP,3344
RUA SANTO AMARO,440,78850000,CENTRO,PRIMAVERA DO LESTE,MT,3346
AVENIDA PRESIDENTE ALTINO,1500,05323002,JAGUARE,SAO PAULO,SP,3348
AVENIDA PRESIDENTE VARGAS,529,20071003,CENTRO,RIO DE JANEIRO,RJ,3350
RUA BASILIO TIECHER,144,85601570,ALVORADA,FRANCISCO BELTRAO,PR,3351
AVENIDA PRESIDENTE GETULIO VARGAS,5765,92010011,CENTRO,CANOAS,RS,3353
AVENIDA DAS CEREJEIRAS,1474,02124001,JARDIM JAPAO,SAO PAULO,SP,3354
RUA DELMINDA FERNANDES DE OLIVEIRA,163,35628000,GUARA 1,MORADA NOVA DE MINAS,MG,3355
AVENIDA DA ALDEIA,905,06440000,ALDEIA DE BARUERI,BARUERI,SP,3357
ALAMEDA DOUTOR JOAO PAULINO,198,87033450,JARDIM ALVORADA,MARINGA,PR,3359
RUA MANDACARU,101,56380000,AGROVILA,SANTA MARIA DA BOA VISTA,PE,3361
RODOVIA BR 316,SN,68620000,INTERIOR,VISEU,PA,3363
PARQUE POVOADO RIACHO SECA,SN,65400000,ZONA RURAL,CODO,MA,3365
RUA MINAS GERAIS,1159,14415000,CENTRO,PATROCINIO PAULISTA,SP,3367
RUA SARGENTO AFONSO BARRETO,76,55030130,VASSOURAL,CARUARU,PE,3369
RUA GERALDO GASPERI,3641,13278085,CHACARAS SAO BENTO,VALINHOS,SP,3371
ESTRADA BIRIGUI AO BAIRRO VEADO,,16200970,SAO JOSE DO VEADO,BIRIGUI,SP,3373
RUA MANOEL LOPES CARVALHO RAMOS,SN,74920380,CIDADE SATELITE SAO LUIZ,APARECIDA DE GOIANIA,GO,3374
RUA DEMOSTHENES GONCALVES,1,17340000,JARDIM CAMPOS SALLES,BARRA BONITA,SP,3375
SITIO AGUAS DE SANTO ISIDORO,SN,13630970,SANTA TEREZA,PIRASSUNUNGA,SP,3376
RUA MATO GROSSO,1181,68908350,PACOVAL,MACAPA,AP,3378
RUA EDUARDO,214,07097290,JARDIM FLOR DA MONTANHA,GUARULHOS,SP,3379
AVENIDA THALES CHAGAS,830,33200000,NAZIA,VESPASIANO,MG,3381
RODOVIA BR 116,,83840000,CAMPINA DOS PRETOS,QUITANDINHA,PR,3382
RUA RIO DE JANEIRO,131,11075340,VILA BELMIRO,SANTOS,SP,3384
CHACARA SAO JOAO,SN,17900000,TOCANTINS,DRACENA,SP,3386
AVENIDA PRESIDENTE CAMPOS SALLES,134,11675000,PONTE SECA,CARAGUATATUBA,SP,3388
LINHA DOM CARLOS,SN,89687000,LINHA DOM CARLOS,PASSOS MAIA,SC,3390
RUA DOIS,251,68555690,ITAMARATI,XINGUARA,PA,3392
AVENIDA MAGALHAES BARATA,44,68775000,PEPEUA,SAO CAETANO DE ODIVELAS,PA,3394
